"No.","Time","Source","Destination","Protocol","Length","Info"
"18575","41.221360","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1219222 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18576","41.221361","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1220590 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18577","41.221478","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1221958 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18578","41.221479","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1223326 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18579","41.221480","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18580","41.221481","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1226062 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18581","41.221482","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1227430 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18582","41.221483","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1228798 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18583","41.221484","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1230166 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18584","41.221485","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1231534 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18585","41.221486","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1232902 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18586","41.221488","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1234270 Ack=1609 Win=32512 Len=1368 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18587","41.221489","74.125.103.199","134.114.109.190","TCP","682","443  >  51949 [ACK] Seq=1235638 Ack=1609 Win=32512 Len=616 TSval=1536698149 TSecr=632616676 [TCP segment of a reassembled PDU]"
"18588","41.221933","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1206910 Win=176320 Len=0 TSval=632616690 TSecr=1536698143"
"18589","41.221934","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1217854 Win=165376 Len=0 TSval=632616690 TSecr=1536698149"
"18590","41.221937","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1228798 Win=154432 Len=0 TSval=632616690 TSecr=1536698149"
"18591","41.222795","172.217.14.106","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 6"
"18592","41.226855","74.125.103.199","134.114.109.190","TCP","1074","443  >  51949 [PSH, ACK] Seq=1236254 Ack=1609 Win=32512 Len=1008 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18593","41.226886","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1237262 Win=145984 Len=0 TSval=632616694 TSecr=1536698149"
"18594","41.226976","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1237262 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18595","41.226977","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1238630 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18596","41.226978","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1239998 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18597","41.226979","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18598","41.226980","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1242734 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18599","41.226980","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1244102 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18600","41.226981","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1245470 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18601","41.226982","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1246838 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18602","41.226983","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1248206 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18603","41.226984","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1249574 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18604","41.226985","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1250942 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18605","41.226986","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1252310 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18606","41.226987","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1253678 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18607","41.226987","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1255046 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18608","41.226988","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1256414 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18609","41.227225","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18610","41.227227","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1259150 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18611","41.227227","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1260518 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18612","41.227228","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1261886 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18613","41.227229","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1263254 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18614","41.227230","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1264622 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18615","41.227231","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1265990 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18616","41.227232","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1267358 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18617","41.227233","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1268726 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18618","41.227234","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1270094 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18619","41.227235","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1271462 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18620","41.227235","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1272830 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18621","41.227236","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18622","41.227237","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1275566 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18623","41.227358","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1276934 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18624","41.227359","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1278302 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18625","41.227360","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1279670 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18626","41.227361","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1281038 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18627","41.227362","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1282406 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18628","41.227362","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1283774 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18629","41.227363","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1285142 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18630","41.227364","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1286510 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18631","41.227365","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1287878 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18632","41.227366","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1289246 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18633","41.227367","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18634","41.227368","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1291982 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18635","41.227368","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1293350 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18636","41.227369","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1294718 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18637","41.227370","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1296086 Ack=1609 Win=32512 Len=1368 TSval=1536698154 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18638","41.227542","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1248206 Win=135040 Len=0 TSval=632616694 TSecr=1536698154"
"18639","41.227543","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1259150 Win=124096 Len=0 TSval=632616694 TSecr=1536698154"
"18640","41.227550","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1270094 Win=113152 Len=0 TSval=632616694 TSecr=1536698154"
"18641","41.227556","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1281038 Win=102208 Len=0 TSval=632616694 TSecr=1536698154"
"18642","41.227561","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1291982 Win=91264 Len=0 TSval=632616694 TSecr=1536698154"
"18643","41.227873","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1297454 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18644","41.227874","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1298822 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18645","41.227875","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1300190 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18646","41.228114","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1301558 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18647","41.228115","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1302926 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18648","41.228116","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1304294 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18649","41.228116","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1305662 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18650","41.228118","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18651","41.228118","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1308398 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18652","41.228119","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1309766 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18653","41.228120","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1311134 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18654","41.228121","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1312502 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18655","41.228122","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1313870 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18656","41.228123","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1315238 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18657","41.228123","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1316606 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18658","41.228124","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1317974 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18659","41.228125","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1319342 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18660","41.228126","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1320710 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18661","41.228249","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1322078 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18662","41.228250","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18663","41.228251","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1324814 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18664","41.228252","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1326182 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18665","41.228253","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1327550 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18666","41.228254","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1328918 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18667","41.228255","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1330286 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18668","41.228256","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1331654 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18669","41.228257","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1333022 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18670","41.228258","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1334390 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18671","41.228259","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1335758 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18672","41.228260","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1337126 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18673","41.228261","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1338494 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18674","41.228262","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18675","41.228263","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1341230 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18676","41.228383","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1342598 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18677","41.228384","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1343966 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18678","41.228385","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1345334 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18679","41.228386","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1346702 Ack=1609 Win=32512 Len=1368 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18680","41.228387","74.125.103.199","134.114.109.190","TCP","426","443  >  51949 [ACK] Seq=1348070 Ack=1609 Win=32512 Len=360 TSval=1536698155 TSecr=632616681 [TCP segment of a reassembled PDU]"
"18681","41.228748","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1302926 Win=80320 Len=0 TSval=632616695 TSecr=1536698154"
"18682","41.228751","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1313870 Win=69376 Len=0 TSval=632616695 TSecr=1536698155"
"18683","41.228754","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1324814 Win=58432 Len=0 TSval=632616695 TSecr=1536698155"
"18684","41.228761","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1335758 Win=47488 Len=0 TSval=632616695 TSecr=1536698155"
"18685","41.228766","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1346702 Win=36544 Len=0 TSval=632616695 TSecr=1536698155"
"18686","41.230268","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1348430 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18687","41.230269","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1349798 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18688","41.230270","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1351166 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18689","41.230271","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1352534 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18690","41.230272","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1353902 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18691","41.230273","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1355270 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18692","41.230274","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18693","41.230276","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1358006 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18694","41.230277","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1359374 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18695","41.230278","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1360742 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18696","41.230280","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1362110 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18697","41.230281","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1363478 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18698","41.230282","74.125.103.199","134.114.109.190","TCP","1074","443  >  51949 [PSH, ACK] Seq=1364846 Ack=1609 Win=32512 Len=1008 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18699","41.230857","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1356638 Win=61408 Len=0 TSval=632616697 TSecr=1536698155"
"18700","41.230858","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1365854 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18701","41.230859","134.114.109.190","74.125.103.199","TCP","66","51949  >  443 [ACK] Seq=1609 Ack=1365854 Win=52192 Len=0 TSval=632616697 TSecr=1536698158"
"18702","41.230859","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1367222 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18703","41.230861","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1368590 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18704","41.230862","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1369958 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18705","41.230862","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1371326 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18706","41.230864","74.125.103.199","134.114.109.190","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"18707","41.230865","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1374062 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18708","41.230866","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1375430 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18709","41.230867","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1376798 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18710","41.230868","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1378166 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18711","41.230869","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1379534 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
"18712","41.230870","74.125.103.199","134.114.109.190","TCP","1434","443  >  51949 [ACK] Seq=1380902 Ack=1609 Win=32512 Len=1368 TSval=1536698158 TSecr=632616684 [TCP segment of a reassembled PDU]"
